,Year,Province,Average Pop,Average Pop (Male),Average Pop (Female),Average Pop (Urban),Average Pop (Rural),Population Density,Sex Ratio,Ageging Index,Fertility Rate,Crude Birth Rate,Life Expectency
0,1995,WHOLE COUNTRY,71995.5,35237.4,36758.1,14938.1,57057.4,,,,,,
1,1996,WHOLE COUNTRY,73156.7,35857.3,37299.4,15419.9,57736.8,,,,,,
2,1997,WHOLE COUNTRY,74306.9,36473.1,37833.8,16835.4,57471.5,,,,,,
3,1998,WHOLE COUNTRY,75456.3,37089.7,38366.6,17464.6,57991.7,,,,,,
4,1999,WHOLE COUNTRY,76596.7,37662.1,38934.6,18081.6,58515.1,,,,,,
5,2000,WHOLE COUNTRY,77630.9,38165.3,39465.6,18725.4,58905.5,,,,,,
6,2001,WHOLE COUNTRY,78620.5,38656.4,39964.1,19299.1,59321.4,,,,,,
7,2002,WHOLE COUNTRY,79537.7,39112.2,40425.5,19873.2,59664.5,,,,,,
8,2003,WHOLE COUNTRY,80467.4,39535,40932.4,20725,59742.4,,,,,,
9,2004,WHOLE COUNTRY,81436.4,40042.0,41394.4,21601.2,59835.2,,,,,,
10,2005,WHOLE COUNTRY,82392.1,40521.5,41870.6,22332.0,60060.1,,96.8,,2.11,18.6,72.2
11,2006,WHOLE COUNTRY,83311.2,40999.0,42312.2,23045.8,60265.4,,,,,,
12,2007,WHOLE COUNTRY,84218.5,41447.3,42771.2,23746.3,60472.2,,96.9,,2.07,16.9,
13,2008,WHOLE COUNTRY,85118.7,41956.1,43162.6,24673.1,60445.6,,97.2,,2.08,16.7,
14,2009,WHOLE COUNTRY,86025,42523.4,43501.6,25584.7,60440.3,,97.8,,2.03,17.6,72.8
15,2010,WHOLE COUNTRY,87067.27,43063.34,44003.93,26460.52,60606.75,,97.86,,2,17.1,72.9
16,2011,WHOLE COUNTRY,88145.83,43619.2,44526.63,27678.62,60467.21,265.47,97.96,,1.99,16.6,73
17,2012,WHOLE COUNTRY,89202.89,44168.04,45034.85,28274.89,60928,268.35,98.08,,2.05,16.9,73
18,2013,WHOLE COUNTRY,90191.42,44685.77,45505.65,28865.08,61326.34,271.2,98.2,,2.1,17,73.1
19,2014,WHOLE COUNTRY,91203.76,45212.79,45990.98,30272.69,60931.08,274.0,98.31,,2.09,17.2,73.2
20,2015,WHOLE COUNTRY,92228.6,45753.8,46474.8,30881.9,61346.7,277.0,98.4,,2.1,16.2,73.3
21,2016,WHOLE COUNTRY,93250.7,46294.7,46956,31397,61853.7,280.0,98.6,50.1,2.09,16,73.4
22,2017,WHOLE COUNTRY,94286,46848,47438,31928.3,62357.7,283.0,98.8,53.4,2.04,14.9,73.5
23,2018,WHOLE COUNTRY,95385.2,47427.1,47958.1,32636.9,62748.3,286.0,98.9,56.9,2.05,14.6,73.5
24,2019,WHOLE COUNTRY,96484,48017.7,48466.3,33816.6,62667.4,291.0,99.07,48.8,2.09,16.3,73.6
25,2020,WHOLE COUNTRY,97582.69,48594.02,48988.67,35932.66,61650.03,295.0,99.19,51.0,2.12,16.3,73.7
26,1995,Red River Delta,17078.4,8300.1,8778.3,3093.2,13985.2,,,,,,
27,1996,Red River Delta,17289.8,8416.9,8872.9,3229.7,14060.1,,,,,,
28,1997,Red River Delta,17494.8,8530.3,8964.5,3536,13958.8,,,,,,
29,1998,Red River Delta,17692.9,8645.4,9047.5,3690.1,14002.8,,,,,,
30,1999,Red River Delta,17877.8,8743.4,9134.4,3800.4,14077.4,,,,,,
31,2000,Red River Delta,18060.7,8840.5,9220.2,3923.8,14136.9,,,,,,
32,2001,Red River Delta,18249.9,8934.4,9315.5,4048.4,14201.5,,,,,,
33,2002,Red River Delta,18432.9,9026.6,9406.3,4224.9,14208,,,,,,
34,2003,Red River Delta,18617.5,9116.3,9501.2,4428.1,14189.4,,,,,,
35,2004,Red River Delta,18807.9,9213.1,9594.8,4764.9,14043.0,,,,,,
36,2005,Red River Delta,18976.7,9308.2,9668.5,4917.0,14059.7,,96.3,,2.06,17.2,74.6
37,2006,Red River Delta,19108.9,9369.0,9739.9,5041.6,14067.3,,,,,,
38,2007,Red River Delta,19228.8,9432.0,9796.8,5206.6,14022.2,,96.3,,2.11,16.2,
39,2008,Red River Delta,19473.7,9544.7,9929,5584.4,13889.3,,96.1,,2.13,16.1,
40,2009,Red River Delta,19618.1,9649.9,9968.2,5752.4,13865.7,,96.8,,2.11,17.6,74.2
41,2010,Red River Delta,19897.81,9794.22,10103.58,6022.08,13875.73,,96.94,,2.04,16.7,74.3
42,2011,Red River Delta,20216.81,9958.31,10258.5,6164.16,14052.65,952.44,97.07,,2.06,16.6,74.2
43,2012,Red River Delta,20525.36,10117.96,10407.4,6310.29,14215.07,963.14,97.22,,2.11,16.5,74.3
44,2013,Red River Delta,20785.63,10253.02,10532.62,6467.57,14318.07,972.58,97.35,,2.11,16.2,74.3
45,2014,Red River Delta,21080.59,10403.56,10677.03,7117.52,13963.07,983.0,97.44,,2.3,18.1,74.5
46,2015,Red River Delta,21368.4,10554,10814.4,7254.2,14114.1,994.0,97.6,,2.23,16.2,74.5
47,2016,Red River Delta,21669.2,10710.8,10958.4,7411.7,14257.5,994.0,97.7,,2.23,16.1,74.6
48,2017,Red River Delta,21968.6,10870.9,11097.7,7569.2,14399.4,1004.0,98.0,,2.16,14.7,74.7
49,2018,Red River Delta,22290.7,11036.4,11254.4,7773.5,14517.3,1014.0,98.1,,2.29,14.9,74.7
50,2019,Red River Delta,22620.2,11214.5,11405.7,8130.3,14489.9,1064.0,98.32,,2.35,17.9,74.8
51,2020,Red River Delta,22920.18,11359.18,11561.01,8512.12,14408.07,1078.0,98.25,,2.34,17.2,74.8
52,1995,Ha Noi,2431,1213.4,1217.6,1274.9,1156.1,,,,,,
53,1996,Ha Noi,2492.9,1245.6,1247.3,1343.1,1149.8,,,,,,
54,1997,Ha Noi,2556,1278.1,1277.9,1455.8,1100.2,,,,,,
55,1998,Ha Noi,2621.5,1312.4,1309.1,1496.4,1125.1,,,,,,
56,1999,Ha Noi,2685,1343.8,1341.2,1552.1,1132.9,,,,,,
57,2000,Ha Noi,2767.7,1384.5,1383.2,1603,1164.7,,,,,,
58,2001,Ha Noi,2852.9,1427.1,1425.8,1650,1202.9,,,,,,
59,2002,Ha Noi,2928.3,1464.9,1463.4,1719.5,1208.8,,,,,,
60,2003,Ha Noi,3000.3,1500.5,1499.8,1830.2,1170.1,,,,,,
61,2004,Ha Noi,3071.4,1539.5,1531.9,1992.3,1079.1,,,,,,
62,2005,Ha Noi,3133.4,1568.0,1565.4,2046.1,1087.3,,100.2,,1.83,16.3,
63,2006,Ha Noi,3184.8,1596.6,1588.2,2077.5,1107.3,,,,,,
64,2007,Ha Noi,3228.5,1618.3,1610.2,2106.5,1122.0,,100.5,,1.91,16.5,
65,2008,Ha Noi,6381.8,3124.9,3256.9,2596.2,3785.6,,95.9,,2.06,16.9,
66,2009,Ha Noi,6472,3180,3292,2652.8,3819.2,,96.6,,2.08,19.2,
67,2010,Ha Noi,6639.09,3264.96,3374.12,2825.52,3813.57,,96.76,,2,18.8,
68,2011,Ha Noi,6825.82,3359.81,3466,2900.37,3925.45,2031.09,96.94,,2.02,18.6,
69,2012,Ha Noi,6991.43,3444.43,3547.01,2972.61,4018.82,2065.59,97.11,,2.06,17.1,
70,2013,Ha Noi,7128.39,3515.06,3613.33,3024.64,4103.75,2098.79,97.28,,2.03,16.5,
71,2014,Ha Noi,7285.53,3595.78,3689.76,3583.51,3702.03,2134.0,97.45,,2.18,18.9,
72,2015,Ha Noi,7433.6,3672.2,3761.4,3650.5,3783.1,2171.0,97.6,,2.04,16.3,
73,2016,Ha Noi,7590.8,3753.2,3837.6,3733,3857.7,2182.0,97.8,53.8,2.06,16.6,
74,2017,Ha Noi,7742.2,3831.5,3910.7,3810,3932.2,2209.0,98.0,61.3,2,15.1,
75,2018,Ha Noi,7914.5,3920.3,3994.2,3904.8,4009.6,2239.0,98.1,67.2,2.07,14.7,
76,2019,Ha Noi,8093.9,4012.7,4081.2,4000.3,4093.6,2410.0,98.32,50.1,2.24,19.1,
77,2020,Ha Noi,8246.54,4083.48,4163.06,4061.06,4185.48,2455.0,98.09,51.9,2.25,17.9,
78,1995,Ha Tay,2299,1091.7,1207.3,162.4,2136.6,,,,,,
79,1996,Ha Tay,2328,1109.4,1218.6,169.8,2158.2,,,,,,
80,1997,Ha Tay,2353,1127.4,1225.6,179,2174,,,,,,
81,1998,Ha Tay,2373.6,1143.8,1229.8,184.5,2189.1,,,,,,
82,1999,Ha Tay,2391.7,1158.6,1233.1,192.5,2199.2,,,,,,
83,2000,Ha Tay,2430.2,1183.8,1246.4,194.5,2235.7,,,,,,
84,2001,Ha Tay,2475.5,1205.9,1269.6,203.7,2271.8,,,,,,
85,2002,Ha Tay,2527,1231,1296,211.2,2315.8,,,,,,
86,2003,Ha Tay,2587.3,1252.7,1334.6,216.8,2370.5,,,,,,
87,2004,Ha Tay,2649.1,1276.7,1372.4,270.1,2379.0,,,,,,
88,2005,Ha Tay,2702.9,1310.9,1392.0,278.6,2424.3,,,,2.29,18.2,
89,2006,Ha Tay,2742.4,1321.7,1420.7,285.7,2456.7,,,,,,
90,2007,Ha Tay,2773.7,1336.8,1436.9,291.5,2482.2,,,,2.23,16.9,
91,2008,Ha Tay,..,..,..,..,..,,,,..,..,
92,2009,Ha Tay,..,..,..,..,..,,,,..,..,
93,2010,Ha Tay,..,..,..,..,..,,,,..,..,
94,2011,Ha Tay,..,..,..,..,..,,,,..,..,
95,2012,Ha Tay,..,..,..,..,..,,,,..,..,
96,2013,Ha Tay,..,..,..,..,..,,,,..,..,
97,2014,Ha Tay,..,..,..,..,..,,,,..,..,
98,2015,Ha Tay,..,..,..,..,..,,,,..,..,
99,2016,Ha Tay,..,..,..,..,..,,,,..,..,
100,2017,Ha Tay,..,..,..,..,..,,,,..,..,
101,2018,Ha Tay,..,..,..,..,..,,,,..,..,
102,2019,Ha Tay,..,..,..,..,..,,,,..,..,
103,2020,Ha Tay,..,..,..,..,..,,,,..,..,
104,1995,Vinh Phuc,1048.2,509.2,539,79.5,968.7,,,,,,
105,1996,Vinh Phuc,1061.9,516.4,545.5,83.8,978.1,,,,,,
106,1997,Vinh Phuc,1075.8,523.6,552.2,101.9,973.9,,,,,,
107,1998,Vinh Phuc,1085.7,529.3,556.4,106.5,979.2,,,,,,
108,1999,Vinh Phuc,1094.3,533.4,560.9,112.5,981.8,,,,,,
109,2000,Vinh Phuc,1104.1,537.8,566.3,119.7,984.4,,,,,,
110,2001,Vinh Phuc,1114.1,543.1,571,121.9,992.2,,,,,,
111,2002,Vinh Phuc,1124.3,548,576.3,124.6,999.7,,,,,,
112,2003,Vinh Phuc,1134.1,557.2,576.9,137.6,996.5,,,,,,
113,2004,Vinh Phuc,1145.2,567.1,578.1,160.8,984.4,,,,,,
114,2005,Vinh Phuc,1157.0,572.9,584.1,166.7,990.3,,98.1,,2.15,18.7,
115,2006,Vinh Phuc,1166.0,577.4,588.6,171.4,994.6,,,,,,
116,2007,Vinh Phuc,1174.1,581.4,592.7,206.5,967.6,,98.1,,2,17.5,
117,2008,Vinh Phuc,993.8,492.1,501.7,222.9,770.9,,98.1,,2.1,17.9,
118,2009,Vinh Phuc,1000.4,494.2,506.2,224.6,775.8,,97.6,,2.13,19,
119,2010,Vinh Phuc,1014.83,501.19,513.64,232.87,781.96,,97.58,,2.06,18.8,
120,2011,Vinh Phuc,1029.5,508.44,521.06,236.95,792.56,817.95,97.58,,2.02,17.7,
121,2012,Vinh Phuc,1047.39,517.28,530.11,244.56,802.84,826.85,97.58,,2.07,18.7,
122,2013,Vinh Phuc,1061.5,524.25,537.25,251.44,810.06,831.1,97.58,,2.11,18,
123,2014,Vinh Phuc,1076.82,529.54,547.28,251.06,825.77,842.0,96.76,,2.44,20.3,
124,2015,Vinh Phuc,1090.4,536.2,554.2,254.2,836.1,852.0,96.8,,2.25,17.7,
125,2016,Vinh Phuc,1106.1,543.9,562.2,257.9,848.3,863.0,96.8,46.7,2.48,19.2,
126,2017,Vinh Phuc,1123.1,555.4,567.8,261.7,861.4,874.0,97.8,48.1,2.34,17.5,
127,2018,Vinh Phuc,1138.4,563.7,574.6,285.2,853.2,884.0,98.1,53.8,2.48,17.5,
128,2019,Vinh Phuc,1154.8,575.5,579.4,295.2,859.6,934.0,99.32,43.9,2.39,17.2,
129,2020,Vinh Phuc,1171.23,583.72,587.51,350.98,820.25,948.0,99.35,46.0,2.39,17.46,
130,1995,Bac Ninh,916,432.6,483.4,41.3,874.7,,,,,,
131,1996,Bac Ninh,925.3,439.5,485.8,46.6,878.7,,,,,,
132,1997,Bac Ninh,931.7,445.4,486.3,58.5,873.2,,,,,,
133,1998,Bac Ninh,937.6,451.1,486.5,88,849.6,,,,,,
134,1999,Bac Ninh,943,456.4,486.6,88.9,854.1,,,,,,
135,2000,Bac Ninh,950.6,461.6,489,96.4,854.2,,,,,,
136,2001,Bac Ninh,958.9,465.6,493.3,106.8,852.1,,,,,,
137,2002,Bac Ninh,967.6,469.9,497.7,118.4,849.2,,,,,,
138,2003,Bac Ninh,975.3,472,503.3,131.1,844.2,,,,,,
139,2004,Bac Ninh,983.2,478.7,504.5,145.1,838.1,,,,,,
140,2005,Bac Ninh,991.1,481.7,509.4,160.7,830.4,,94.6,,2.4,19.5,
141,2006,Bac Ninh,999.8,486.8,513.0,178.1,821.7,,,,,,
142,2007,Bac Ninh,1009.4,491.4,518.0,197.4,812.0,,94.9,,2.28,18.1,
143,2008,Bac Ninh,1018.1,498,520.1,218.8,799.3,,95.8,,2.29,17.6,
144,2009,Bac Ninh,1026.5,503.9,522.6,241.5,785,,96.4,,2.32,19.7,
145,2010,Bac Ninh,1045.92,513.77,532.15,272.68,773.24,,96.55,,2.26,18.1,
146,2011,Bac Ninh,1072.38,527.1,545.28,279.35,793.03,1292.57,96.66,,2.23,18.2,
147,2012,Bac Ninh,1104.69,543.31,561.37,286.35,818.34,1319.8,96.78,,2.71,22.8,
148,2013,Bac Ninh,1139.89,560.97,578.91,293.7,846.19,1347.03,96.9,,2.29,19.2,
149,2014,Bac Ninh,1177.06,579.63,597.43,327.28,849.78,1375.0,97.02,,2.72,22.3,
150,2015,Bac Ninh,1218.5,600.4,618.1,336.1,882.4,1404.0,97.1,,2.72,22.1,
151,2016,Bac Ninh,1257.9,620.2,637.6,345.5,912.4,1432.0,97.3,48.7,2.63,20.9,
152,2017,Bac Ninh,1297.8,640.3,657.4,355.3,942.5,1477.0,97.4,48.4,2.67,20.4,
153,2018,Bac Ninh,1337.3,657.8,679.6,365.6,971.7,1516.0,96.8,52.6,2.66,19.8,
154,2019,Bac Ninh,1378.6,681,697.6,380.9,997.7,1676.0,97.62,45.6,2.53,24.8,
155,2020,Bac Ninh,1419.13,699.01,720.12,446.57,972.56,1725.0,97.07,47.1,2.49,23.03,
156,1995,Quang Ninh,941.7,481.8,459.9,404.1,537.6,,,,,,
157,1996,Quang Ninh,958,490,468,411.5,546.5,,,,,,
158,1997,Quang Ninh,974.4,498.1,476.3,426.8,547.6,,,,,,
159,1998,Quang Ninh,991.4,506.7,484.7,434.4,557,,,,,,
160,1999,Quang Ninh,1007.2,514,493.2,446,561.2,,,,,,
161,2000,Quang Ninh,1024.2,522.5,501.7,473,551.2,,,,,,
162,2001,Quang Ninh,1039.3,530.2,509.1,484.6,554.7,,,,,,
163,2002,Quang Ninh,1054.4,537.9,516.5,496.3,558.1,,,,,,
164,2003,Quang Ninh,1068.4,544,524.4,507.7,560.7,,,,,,
165,2004,Quang Ninh,1081.8,547.9,533.9,519.0,562.8,,,,,,
166,2005,Quang Ninh,1096.1,557.9,538.2,530.9,565.2,,103.7,,2.24,17.6,
167,2006,Quang Ninh,1109.3,561.9,547.4,542.5,566.8,,,,,,
168,2007,Quang Ninh,1122.5,568.5,554.0,554.2,568.3,,102.6,,2.12,16.4,
169,2008,Quang Ninh,1135.1,577.9,557.2,565.8,569.3,,103.7,,2.12,16.9,
170,2009,Quang Ninh,1146.1,585,561.1,594.3,551.8,,104.3,,2.2,18.3,
171,2010,Quang Ninh,1163.95,593.91,570.04,616.87,547.08,,104.19,,1.99,15.9,
172,2011,Quang Ninh,1181.53,602.66,578.87,639.93,541.6,191.4,104.11,,2.07,16.2,
173,2012,Quang Ninh,1198.39,611.03,587.36,663.31,535.08,192.99,104.03,,2.27,18.4,
174,2013,Quang Ninh,1209.58,616.51,593.07,684.2,525.39,194.6,103.95,,2.18,17.2,
175,2014,Quang Ninh,1227.67,625.5,602.17,709.67,518,197.0,103.87,,2.49,18.8,
176,2015,Quang Ninh,1241.6,632.4,609.2,733.5,508.1,199.0,103.8,,2.2,15.4,
177,2016,Quang Ninh,1261.2,642.1,619.1,761.5,499.8,198.0,103.7,52.8,2.02,14.4,
178,2017,Quang Ninh,1285.2,654.1,631.1,792.9,492.3,201.0,103.6,55.9,2.25,15.5,
179,2018,Quang Ninh,1303.9,663.4,640.6,822.1,481.8,205.0,103.6,55.4,2.22,15.2,
180,2019,Quang Ninh,1324.8,673.8,651.1,853.7,471.2,214.0,103.48,47.9,2.24,16.2,
181,2020,Quang Ninh,1337.61,680.17,657.43,861.88,475.72,217.0,103.46,51.0,2.22,15.91,
182,1995,Hai Duong,1609.1,785,824.1,133.2,1475.9,,,,,,
183,1996,Hai Duong,1619.5,790.3,829.2,146.4,1473.1,,,,,,
184,1997,Hai Duong,1630.5,795.1,835.4,182.8,1447.7,,,,,,
185,1998,Hai Duong,1641.3,799.1,842.2,224.7,1416.6,,,,,,
186,1999,Hai Duong,1651,802,849,229.3,1421.7,,,,,,
187,2000,Hai Duong,1656.9,800,856.9,229.8,1427.1,,,,,,
188,2001,Hai Duong,1662.7,802.5,860.2,230.9,1431.8,,,,,,
189,2002,Hai Duong,1668.1,806.5,861.6,231.6,1436.5,,,,,,
190,2003,Hai Duong,1673.7,809.3,864.4,235.2,1438.5,,,,,,
191,2004,Hai Duong,1680.4,813.0,867.4,259.7,1420.7,,,,,,
192,2005,Hai Duong,1685.5,821.7,863.8,266.4,1419.1,,95.1,,2.1,17.1,
193,2006,Hai Duong,1689.7,824.6,865.1,268.1,1421.6,,,,,,
194,2007,Hai Duong,1694.7,827.7,867.0,278.9,1415.8,,95.5,,2.04,14.8,
195,2008,Hai Duong,1700.8,831.4,869.4,315.4,1385.4,,95.6,,2.13,15.1,
196,2009,Hai Duong,1706.8,835.1,871.7,323.7,1383.1,,95.8,,1.99,16.2,
197,2010,Hai Duong,1722.77,844.22,878.54,336.46,1386.3,,96.09,,1.98,15.2,
198,2011,Hai Duong,1747.83,857.84,889.99,351.49,1396.34,1044.57,96.39,,2.01,15.5,
199,2012,Hai Duong,1767.83,869.02,898.81,366.07,1401.76,1051.75,96.68,,2.07,16.2,
200,2013,Hai Duong,1779.67,876.2,903.47,379.46,1400.22,1057.85,96.98,,1.99,15.3,
201,2014,Hai Duong,1795.79,885.52,910.27,394.26,1401.53,1065.0,97.28,,2.06,16,
202,2015,Hai Duong,1812.8,895.3,917.5,409.8,1403,1072.0,97.6,,2,14.5,
203,2016,Hai Duong,1832.8,906.6,926.2,426.6,1406.2,1070.0,97.9,68.0,2.3,16.1,
204,2017,Hai Duong,1850.6,916.8,933.8,443.6,1407,1077.0,98.2,76.5,1.95,13.1,
205,2018,Hai Duong,1877.7,931.7,946,463.4,1414.3,1083.0,98.5,84.2,2.59,16.9,
206,2019,Hai Duong,1896.9,942.7,954.2,594.2,1302.7,1137.0,98.8,64.4,2.48,17.4,
207,2020,Hai Duong,1916.77,956.47,960.3,617.5,1299.27,1149.0,99.6,66.3,2.57,18.8,
208,1995,Hai Phong,1608.2,790.2,818,524.4,1083.8,,,,,,
209,1996,Hai Phong,1625,799.6,825.4,532.2,1092.8,,,,,,
210,1997,Hai Phong,1641.9,808.9,833,550.2,1091.7,,,,,,
211,1998,Hai Phong,1659.5,818.8,840.7,558.1,1101.4,,,,,,
212,1999,Hai Phong,1676.7,827.3,849.4,571.8,1104.9,,,,,,
213,2000,Hai Phong,1691.5,837.3,854.2,594,1097.5,,,,,,
214,2001,Hai Phong,1708.6,845.7,862.9,618.4,1090.2,,,,,,
215,2002,Hai Phong,1725.3,854,871.3,643.6,1081.7,,,,,,
216,2003,Hai Phong,1741,859,882,669.4,1071.6,,,,,,
217,2004,Hai Phong,1757.8,868.8,889.0,696.6,1061.2,,,,,,
218,2005,Hai Phong,1773.4,876.6,896.8,724.4,1049.0,,97.7,,2.13,16.4,
219,2006,Hai Phong,1789.1,884.3,904.8,753.3,1035.8,,,,,,
220,2007,Hai Phong,1806.5,892.9,913.6,784.0,1022.5,,97.7,,1.86,14.4,
221,2008,Hai Phong,1824.1,903.1,921,815.9,1008.2,,98.1,,1.95,14.8,
222,2009,Hai Phong,1840.4,912.6,927.8,848.5,991.9,,98.4,,2.16,18.1,
223,2010,Hai Phong,1862.85,923.85,939,857.87,1004.98,,98.39,,1.98,16.6,
224,2011,Hai Phong,1886.2,935.61,950.58,867.64,1018.55,1233.95,98.43,,2,16.5,
225,2012,Hai Phong,1912.94,949.07,963.87,878.95,1033.98,1249.49,98.46,,2.37,18.8,
226,2013,Hai Phong,1932.17,958.8,973.37,886.79,1045.38,1260.44,98.5,,2.03,16.1,
227,2014,Hai Phong,1950.71,968.2,982.51,894.29,1056.42,1274.0,98.54,,2.35,18.4,
228,2015,Hai Phong,1969.5,977.7,991.8,901.9,1067.6,1285.0,98.6,,2.02,15.2,
229,2016,Hai Phong,1985.3,985.8,999.6,908.1,1077.2,1268.0,98.6,60.5,2.11,15.4,
230,2017,Hai Phong,2001.4,994,1007.4,914.4,1087,1279.0,98.7,59.1,1.99,14,
231,2018,Hai Phong,2016.4,1001.6,1014.8,920.3,1096.2,1289.0,98.7,64.6,1.92,13.5,
232,2019,Hai Phong,2033.3,1010.2,1023.1,926.9,1106.4,1302.0,98.74,61.8,2.2,15.9,
233,2020,Hai Phong,2053.49,1015.65,1037.84,932.55,1120.95,1315.0,97.86,66.8,2.05,14.79,
234,1995,Hung Yen,1033.2,496.1,537.1,23.5,1009.7,,,,,,
235,1996,Hung Yen,1042.6,501.6,541,41,1001.6,,,,,,
236,1997,Hung Yen,1052.2,506.6,545.6,78.8,973.4,,,,,,
237,1998,Hung Yen,1061.7,512.4,549.3,90.4,971.3,,,,,,
238,1999,Hung Yen,1071.4,517.6,553.8,93.4,978,,,,,,
239,2000,Hung Yen,1079,521,558,103.6,975.4,,,,,,
240,2001,Hung Yen,1086,524.4,561.6,107.1,978.9,,,,,,
241,2002,Hung Yen,1091.5,527.1,564.4,110.7,980.8,,,,,,
242,2003,Hung Yen,1097,532.5,564.5,114.3,982.7,,,,,,
243,2004,Hung Yen,1104.3,533.9,570.4,118.2,986.1,,,,,,
244,2005,Hung Yen,1111.0,538.8,572.2,122.2,988.8,,94.2,,2.32,17.9,
245,2006,Hung Yen,1116.4,539.8,576.6,126.2,990.2,,,,,,
246,2007,Hung Yen,1121.3,542.1,579.2,130.2,991.1,,93.6,,2.08,15.6,
247,2008,Hung Yen,1126.2,544.3,581.9,134.4,991.8,,93.5,,2.25,16.9,
248,2009,Hung Yen,1128.6,552.9,575.7,136.3,992.3,,96.0,,2.11,16.9,
249,2010,Hung Yen,1139.42,559.44,579.97,137.75,1001.67,,96.46,,2.13,16.1,
250,2011,Hung Yen,1150.74,566.23,584.52,139.27,1011.47,1229.37,96.87,,2.19,16.2,
251,2012,Hung Yen,1162.91,573.82,589.09,140.9,1022.01,1235.53,97.41,,2.1,15.7,
252,2013,Hung Yen,1175.52,580.67,594.85,142.65,1032.87,1243.63,97.62,,2.46,17.7,
253,2014,Hung Yen,1188.65,588.08,600.57,144.48,1044.17,1251.0,97.92,,2.29,17.2,
254,2015,Hung Yen,1202,596.5,605.5,146.1,1055.9,1257.0,98.5,,2.4,16.8,
255,2016,Hung Yen,1215.5,604.7,610.8,147.9,1067.6,1258.0,99.0,69.6,2.37,16.5,
256,2017,Hung Yen,1228.8,613.2,615.6,149.5,1079.3,1265.0,99.6,72.8,2.1,13.9,
257,2018,Hung Yen,1242.4,620.6,621.8,151.5,1090.9,1278.0,99.8,74.5,2.39,15,
258,2019,Hung Yen,1255.8,628.7,627.1,207.3,1048.5,1350.0,100.25,59.3,2.4,17.1,
259,2020,Hung Yen,1269.09,636.39,632.7,209.73,1059.36,1364.0,100.58,63.8,2.4,17.54,
260,1995,Thai Binh,1752.3,834.7,917.6,96.3,1656,,,,,,
261,1996,Thai Binh,1761,839.9,921.1,97.5,1663.5,,,,,,
262,1997,Thai Binh,1769.5,844.7,924.8,100.4,1669.1,,,,,,
263,1998,Thai Binh,1778.5,850.2,928.3,101.6,1676.9,,,,,,
264,1999,Thai Binh,1788.1,854.7,933.4,103.8,1684.3,,,,,,
265,2000,Thai Binh,1789.4,854.9,934.5,103.5,1685.9,,,,,,
266,2001,Thai Binh,1790.3,855.3,935,103.8,1686.5,,,,,,
267,2002,Thai Binh,1790.9,855.6,935.3,132.5,1658.4,,,,,,
268,2003,Thai Binh,1790.9,859.7,931.2,133.3,1657.6,,,,,,
269,2004,Thai Binh,1791.2,860.7,930.5,134.1,1657.1,,,,,,
270,2005,Thai Binh,1790.5,859.3,931.2,135.0,1655.5,,92.3,,2.19,16.3,
271,2006,Thai Binh,1787.4,858.9,928.5,135.7,1651.7,,,,,,
272,2007,Thai Binh,1783.9,857.2,926.7,136.6,1647.3,,92.5,,2.21,14.9,
273,2008,Thai Binh,1782.7,859.3,923.4,174.4,1608.3,,93.1,,2.14,14.2,
274,2009,Thai Binh,1783.1,860.8,922.3,173.3,1609.8,,93.3,,2.08,14.7,
275,2010,Thai Binh,1790.88,865.29,925.58,175.52,1615.36,,93.49,,2.1,13.8,
276,2011,Thai Binh,1798.66,869.77,928.89,177.79,1620.88,1137.52,93.64,,2.15,13.6,
277,2012,Thai Binh,1806.48,874.27,932.21,180.09,1626.4,1138.47,93.78,,1.78,11.2,
278,2013,Thai Binh,1815.04,879.15,935.89,182.42,1632.62,1138.55,93.94,,2.07,12.6,
279,2014,Thai Binh,1822.43,883.45,938.98,184.78,1637.65,1139.0,94.09,,1.87,12.6,
280,2015,Thai Binh,1830.3,888,942.3,187.2,1643.2,1139.0,94.2,,2.39,13.3,
281,2016,Thai Binh,1838.1,892.5,945.6,189.6,1648.5,1128.0,94.4,96.3,2.25,13.1,
282,2017,Thai Binh,1846.1,897.1,949,192,1654.1,1129.0,94.5,103.5,2.21,12,
283,2018,Thai Binh,1854.1,901.8,952.4,194.5,1659.6,1130.0,94.7,106.3,2.51,11.4,
284,2019,Thai Binh,1862.2,906.4,955.7,197,1665.2,1174.0,94.84,83.6,2.43,15.2,
285,2020,Thai Binh,1870.24,911.4,958.84,219.46,1650.78,1179.0,95.05,94.9,2.42,13.82,
286,1995,Ha Nam,763.7,371.9,391.8,56,707.7,,,,,,
287,1996,Ha Nam,771.6,375.8,395.8,57.6,714,,,,,,
288,1997,Ha Nam,779.4,379.2,400.2,60.9,718.5,,,,,,
289,1998,Ha Nam,786.6,382.3,404.3,62.3,724.3,,,,,,
290,1999,Ha Nam,792.5,385.3,407.2,62.6,729.9,,,,,,
291,2000,Ha Nam,793.8,385.2,408.6,49.7,744.1,,,,,,
292,2001,Ha Nam,793.2,385,408.2,52.2,741,,,,,,
293,2002,Ha Nam,792.8,384.8,408,54.8,738,,,,,,
294,2003,Ha Nam,792.3,385.2,407.1,57.6,734.7,,,,,,
295,2004,Ha Nam,791.9,383.6,408.3,60.5,731.4,,,,,,
296,2005,Ha Nam,791.3,382.7,408.6,63.6,727.7,,93.7,,2.3,16.5,
297,2006,Ha Nam,790.0,382.9,407.1,66.8,723.2,,,,,,
